artifact_set_id,base_task_id,benign_matched_id,benign_weak_id,candidate_order,carrier_id,clean_run_id,desire_id,external_run_id,malicious_artifact_id,pair_id,seed,user_context_run_id
T018_D01_ASET01,user_task_8,T018_D01_BM01,T018_D01_BW01,"[""T018_D01_BM01"", ""T018_D01_BW01"", ""T018_D01_M01""]",T018_D01_C03,EXP1_T018_D01_CLEAN,T018_D01,EXP1_T018_D01_C03_E,T018_D01_M01,EXP1_T018_D01_C03,3047,EXP1_T018_D01_C03_UC
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_M01"", ""T018_D02_BM01"", ""T018_D02_BW01""]",T018_D02_C01,EXP1_T018_D02_CLEAN,T018_D02,EXP1_T018_D02_C01_E,T018_D02_M01,EXP1_T018_D02_C01,3055,EXP1_T018_D02_C01_UC
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_BM01"", ""T018_D02_BW01"", ""T018_D02_M01""]",T018_D02_C02,EXP1_T018_D02_CLEAN,T018_D02,EXP1_T018_D02_C02_E,T018_D02_M01,EXP1_T018_D02_C02,3056,EXP1_T018_D02_C02_UC
T018_D02_ASET01,user_task_8,T018_D02_BM01,T018_D02_BW01,"[""T018_D02_BW01"", ""T018_D02_M01"", ""T018_D02_BM01""]",T018_D02_C03,EXP1_T018_D02_CLEAN,T018_D02,EXP1_T018_D02_C03_E,T018_D02_M01,EXP1_T018_D02_C03,3057,EXP1_T018_D02_C03_UC
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_BM01"", ""T018_D03_BW01"", ""T018_D03_M01""]",T018_D03_C01,EXP1_T018_D03_CLEAN,T018_D03,EXP1_T018_D03_C01_E,T018_D03_M01,EXP1_T018_D03_C01,3065,EXP1_T018_D03_C01_UC
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_BW01"", ""T018_D03_M01"", ""T018_D03_BM01""]",T018_D03_C02,EXP1_T018_D03_CLEAN,T018_D03,EXP1_T018_D03_C02_E,T018_D03_M01,EXP1_T018_D03_C02,3066,EXP1_T018_D03_C02_UC
T018_D03_ASET01,user_task_8,T018_D03_BM01,T018_D03_BW01,"[""T018_D03_M01"", ""T018_D03_BM01"", ""T018_D03_BW01""]",T018_D03_C03,EXP1_T018_D03_CLEAN,T018_D03,EXP1_T018_D03_C03_E,T018_D03_M01,EXP1_T018_D03_C03,3067,EXP1_T018_D03_C03_UC
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_M01"", ""T019_D01_BM01"", ""T019_D01_BW01""]",T019_D01_C01,EXP1_T019_D01_CLEAN,T019_D01,EXP1_T019_D01_C01_E,T019_D01_M01,EXP1_T019_D01_C01,3145,EXP1_T019_D01_C01_UC
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_BM01"", ""T019_D01_BW01"", ""T019_D01_M01""]",T019_D01_C02,EXP1_T019_D01_CLEAN,T019_D01,EXP1_T019_D01_C02_E,T019_D01_M01,EXP1_T019_D01_C02,3146,EXP1_T019_D01_C02_UC
T019_D01_ASET01,user_task_9,T019_D01_BM01,T019_D01_BW01,"[""T019_D01_BW01"", ""T019_D01_M01"", ""T019_D01_BM01""]",T019_D01_C03,EXP1_T019_D01_CLEAN,T019_D01,EXP1_T019_D01_C03_E,T019_D01_M01,EXP1_T019_D01_C03,3147,EXP1_T019_D01_C03_UC
T019_D02_ASET01,user_task_9,T019_D02_BM01,T019_D02_BW01,"[""T019_D02_BM01"", ""T019_D02_BW01"", ""T019_D02_M01""]",T019_D02_C01,EXP1_T019_D02_CLEAN,T019_D02,EXP1_T019_D02_C01_E,T019_D02_M01,EXP1_T019_D02_C01,3155,EXP1_T019_D02_C01_UC
T019_D02_ASET01,user_task_9,T019_D02_BM01,T019_D02_BW01,"[""T019_D02_BW01"", ""T019_D02_M01"", ""T019_D02_BM01""]",T019_D02_C02,EXP1_T019_D02_CLEAN,T019_D02,EXP1_T019_D02_C02_E,T019_D02_M01,EXP1_T019_D02_C02,3156,EXP1_T019_D02_C02_UC
T019_D02_ASET01,user_task_9,T019_D02_BM01,T019_D02_BW01,"[""T019_D02_M01"", ""T019_D02_BM01"", ""T019_D02_BW01""]",T019_D02_C03,EXP1_T019_D02_CLEAN,T019_D02,EXP1_T019_D02_C03_E,T019_D02_M01,EXP1_T019_D02_C03,3157,EXP1_T019_D02_C03_UC
T019_D03_ASET01,user_task_9,T019_D03_BM01,T019_D03_BW01,"[""T019_D03_BW01"", ""T019_D03_M01"", ""T019_D03_BM01""]",T019_D03_C01,EXP1_T019_D03_CLEAN,T019_D03,EXP1_T019_D03_C01_E,T019_D03_M01,EXP1_T019_D03_C01,3165,EXP1_T019_D03_C01_UC
T019_D03_ASET01,user_task_9,T019_D03_BM01,T019_D03_BW01,"[""T019_D03_M01"", ""T019_D03_BM01"", ""T019_D03_BW01""]",T019_D03_C02,EXP1_T019_D03_CLEAN,T019_D03,EXP1_T019_D03_C02_E,T019_D03_M01,EXP1_T019_D03_C02,3166,EXP1_T019_D03_C02_UC
T019_D03_ASET01,user_task_9,T019_D03_BM01,T019_D03_BW01,"[""T019_D03_BM01"", ""T019_D03_BW01"", ""T019_D03_M01""]",T019_D03_C03,EXP1_T019_D03_CLEAN,T019_D03,EXP1_T019_D03_C03_E,T019_D03_M01,EXP1_T019_D03_C03,3167,EXP1_T019_D03_C03_UC
